Review,Topic_ID
조금만 올라도 서울 시내가 내려다보이고 산세가 수려하고 경치가 좋으나 상계동에서 시작해 매월정 쪽으로 가는 등산로는 가파른 암벽의 연속이고 다소 위험한 구간도 있으며 시간도 꽤 소요되니 유의하시기 바랍니다(다른 등산코스들도 있음) 남양주 별내면 쪽 등산로는 그리 험하지 않고 계곡을 따라 무난하게 오르내릴 수 있습니다,0
역시 장거리는 나랑 안 맞음,1
수락산역이나 장암역에서 대중교통으로 오르기 좋다 온갖 기암괴석이 즐비한 정상부의 암릉구간이 멋지다 도솔봉 앞의 탱크바위도 멋있다,0
산세가 수려하고 등로를 따라 멋진 조망과 기기묘묘한 바위들은 산행의 즐거움을 배가 시켜 줄 것이다 도솔봉에서 도장봉 까지의 구간이 절정이다,0
정상으로 가는 산행코스는 여러개가 있는데자신에게 맞는 적당한 난이도를 찾아 산행할 것을 추천합니다 서울 10대 명산중 하나로 적당한 운동량 의 산행을 즐기기 좋은 산입니다,0
수락산 디자인거리주차장에 주차한후 정상까지 원점회귀 4시간이 걸렸습니다 오늘은 날씨도 맑고 바람도 시원해서 정말 상쾌했습니다 아짐 7시에 산행해서 내려오는데 올라오는 사람들도 엄청 많네요 일찍오길 잘했네요,1
"6m의 산으로, 북한산, 도봉산, 관악산과 함께 서울 근교의 4대 명산으로 불리는 곳으로여름철에는 시민들의 휴식처로 유명한 청학계곡과 아름다운 등산로를 따라 수락산주봉까지 높지는 않지만 정상에 오르는 성취감을 느낄 수 있다",0
장암역에서 출발하여 기차바위거쳐서 수락산역 쪽으로 내려오는 코스를 선택했습니다,1
어제 수락산역 1번출구를 나와 한참 걸어가서 생태연못 있는곳에서 부터 수락산 등산로 서울둘레길을 따라 올라가면서 수락산 정상이 아닌 벽운유원지 쪽으로 갔다왔는데 계곡물도 맑고 이주 좋더군요,0
암벽구간이 몇군데있지만 대체로 잘정비된구간들이많아 크게 간행이 어렵지는않지만 등산장비를 갖추지않은 초행자는 기차바위등 일부구간은 선회하시는게 좋을듯합니다 휴일에 들르기 좋은 경관이 수려하고 볼것도 많은곳입니다^^,-1
수락산 정상만 고집하지마시고 가끔 들려보세요 탁트인 전망만큼이나 가슴속까지 시원함을 느끼실수 있습니다~^^,-1
"등산코스는 경기도 남양주시 별내면 청학리에서 올라가는 코스가 가장 경치가 좋고 수락산의 진면목을 감상할 수 있다 사기막에서 오르는 또다른 길은 향로봉을 지나 영락대, 칠성대, 기차바위를 지나는 등산로가 있는데 가파른 암벽능선을 타고 가는 험로이기 때문에 초보자는 위험한 길이다 그외 상계동 은빛아파트에서 물개바위를 지나 정상으로 오르는 등산로가 있고 의정부시 장암동에서 시작해서 노강서원과 석림사를 거쳐 오르는 등산로가 있다",0
석림사 코스의 계곡 물소리는 어둠속에서 더 청량하다 덕릉고개에서 오르는 길은 심심하다싶었으나 정상부는 암릉의 재미가 어둠속에서도 전해진다,0
"새벽 네시부터 산행했는데도 수락산 일출은 보지 못했습니다만 아무도 없는 산길, 호젓하게 정말 좋더군요~ 오늘 아침도 가보려 했는데 배가 고파 포기했습니다~ 내일은 불암산과 수락산 둘다 가보려합니다~ 산은 언제나 아름답습니다",0
도심에서 지하철로 연결된 가까운 산 계곡이 아름답고 물도 풍부하다 홈통바위가 유명하고 경기도 방향등 여러 방면에서 등반가능 눈을 밟으며 산행을 즐길 수 있는곳으로 그리 어렵지 않은 산행 코스,0
"등산코스는 경기도 남양주시 별내면 청학리에서 올라가는 코스가 가장 경치가 좋고 수락산의 진면목을 감상할 수 있다 사기막에서 오르는 또다른 길은 향로봉을 지나 영락대, 칠성대, 기차바위를 지나는 등산로가 있는데 가파른 암벽능선을 타고 가는 험로이기 때문에 초보자는 위험한 길이다 그외 상계동 은빛아파트에서 물개바위를 지나 정상으로 오르는 등산로가 있고 의정부시 장암동에서 시작해서 노강서원과 석림사를 거쳐 오르는 등산로가 있다 출처:네이버",0
"7호선마들역,수락산역,장암역과 4호선당고개역에서 내려서 등산할수있고 그외등산코스가 많아 접근이 쉬운산이다 정상에서 장암역으로 하산하는데 바위가 많은 부분이 데크계단으로 길이 새롭게 정비되어 비온뒤라 폭포들이 즐비하게 있어서 힐링 제대로하며 하산하였어요 물개 아기코키리 종 백곰 투구 치마 철모 기차(홈통)바위가 있어 찾아가는 즐거움이 있다",-1
서울근교에아름다운산 정말멋지네요 기암절벽과오르네리는 등산로 정말스릴있고 명산중에명산 수락산 자주가곤하지만 갈때마다설레이고 힘은들어도자주오고싶은산 ㅎ,1
해당 산 사진은 2014년 모습이다 ) 시기여서 수락산은 산을 즐길 줄 아시는 분들만 가는 곳으로 치부되었다 장점 건강에 좋으니 오르자 산 공기 끝내준다,0
정상에서 바라보는 경치도 멋짐 당분간 헬쓰장 대신 다이어트 코스로 수락산 등반 을 선택함 산이 높지 않아 초보등산객이 도전하기 딱인듯 630여 고지 넉넉잡아 왕복 3시간,0
아주 좋은 등산 코스 입니다 다만 당고개역에서 오르는 코스가 처음 찾는분들은 헤매기 딱 좋습니다 등이 있어 가급적이면 등산화와 스틱은 꼭 준비 하시는게 좋을듯 해요,-1
"암릉구간이 많고 전망이 좋아 사시사철 등산객이 끊이지 않는 명산이다 금류, 은류, 옥류 폭포가 있고 수락산 유원지 계곡엔 시원한 물줄기가 흘러 무더위를 식히고 물놀이하기에 좋은 장소이다 수락산은 서울의 상계동, 경기도의 의정부시와 남양주시 별내면의 경계에 있는 산이다",-1
촬영포인트 많고 무난한 코스~ 청학밸리-금류폭포-내원암-수락산주봉-기차바위-칠성대-영락대-향로봉-청학밸리,-1
등산 입문에 좋을 듯 합니다 올라갈수록 가파르고 스릴 있어 좋았습니다,1
"5년만의 등산, 분명 주동자는 산책 코스라 했었다 전날 과음후 산올라가다 헛 구역질 3회, 땀 한 바가지 쏟고 간신히 정상에 올라 맑은 공기로 해장",0
힘들지는 않지만 겨울에는 북쪽에있어 찬바람이 온몸을 파고드는 추위를 감수해야한다 암릉과 소나무가 보기좋게 어우러진게 특징이었다,-1
