Review,Topic_ID
여의도공원 산책하기 너무 좋네요 연휴에도 생각보다 사람이 엄청 많지 않아서 여유롭고 좋았어요 즐길거리가 예전에 비해 더 생겼네요,0
봄의 벚꽃부터 지금의 수국까지 계절마다 피는 꽃을 보는 맛이 있다 서울 서남부의 허파같은 곳이다,-1
숲속 산책의 한가로움과 기구 체험의 즐거움을 동시에 느낄 수 있도록 하는 공간이 여의도 한가운데 있는 게 고맙다,0
"곳곳에 카페부터 화장실까지 여러 시설들도 마련되어 있어 공원을 이용하는데 불편함이 없다 공원이 굉장히 긴데도 잘 갖춰진 시설과 다양한 볼거리들이 있다 피크닉을 즐길 공간도 있고 행사가 진행되는 넓은 광장도 있으며 길이 여러 갈래로 나뉘어 있어 런닝, 자전거를 즐기기에도 좋은 공원",0
"9㎞의 산책로가 조성되어 시민의 휴식공간과 문화행사의 공간으로 이용되고 있다 [한국민족문화대백과] 현황 공원에 인접한 한강 둔치의 체육 · 오락 · 휴식 시설이 함께 갖추어져 있는 까닭에 서울시내 유수의 청소년 모임의 장이 된다 공원 주변에는 KBS · 동아일보사 · LG사옥 등의 방송과 증권업무의 특화된 건물들이 모여 있으며, 여의도의 한강유람선이 발착하는 노들나루, 63빌딩 등과 더불어 서울의 관광명소의 한 곳으로 정착해 가고 있다",1
"아주 크지는 않지만 적당하게 산책할 수 있고, 특히 근처 식당에서 점심 식사 후 짧게 들릴 수 있어서 참 좋네요 빌딩 숲과 정신없는 도시의 공간에 이런 공원이 있다는 것만으로도 행복한 일입니다",0
5만원으로 다소 비싼 편 이지만 가을이나 여름에 탄다면 단풍과 숲을 구경 할 수 있어요 특히 야경을 감상하려고 저녁시간에 많이 타시는데 130m 상공까지 올라간 서울달에서 바라 보는 야경이 굉장히 예쁠거 같아요 날이 추운대도 런닝을 즐기는 분들이 많았고 시국이 시국인지라 각종 집회와 행사가 많아 복잡했습니다 영등포구에 위치한 여의도 공원 다녀왔습니다 현재 여의도 공원 내 서울달 이라는 헬륨기구가 운영되고 있었고 월요일을 제외한 요일에 탈 수 있어요 가격은 성인 2,0
산책하고 운동하기 좋은곳,0
여의도공원에서 좋은 추억만들고 갑니다,0
' 두둥실 떠올라 시원타~' 파일럿분들이 안전하게 운행해 주셨습니다,0
"북쪽으로는, 숲길과 연못이 있고, 남쪽으로는, 큰 광장이 있습니다 근처 <여의도 한강공원> 으로 많이들 놀러가서 그런지, 산책 말고는 크게 볼 일이 없어서인지, 한산한 분위기 멀리서 놀러오신 분들은, 공원만 보기엔 허무하실 수 있으니, 한 번씩 타보시는 것도 좋을 듯 합니다",0
적당한 면적에 피크닉을 즐기거나 아이들 자전거 태우기 좋고요^^ 서울달 설치로 관광 명소가 될것 같아요~ 자주 방문하는 산책코스입니다,0
규모가 아주 크지는 않지만 잘 꾸며 놓았고 가볍게 산책하기 좋아요 화장실이 여러곳 잘되어 있어요,0
무한도전 꼬리잡기 하면 떠오르는 장소 여의도 공원 주말에 이렇게 서울에서 넓은 땅을 방치 한거 같아서 아쉬운거 같다,0
"아내님과 둘이서 오랜만에 오래 거닐었던 감사한 시간이었습니다 궂이 한 바퀴를 다 돌지 않아도 사람들의 웃음소리와 바람소리, 낙엽이 떨어지는 그 순간들을 눈에 잘 담고 돌아왔습니다 남산을 둘러보려고 했으나 나뭇잎만큼 많았던 사람들에 치여 쫓겨나듯 집으로 향했고, 갑자기 찾아가게된 여의도공원 다들 남산으로 지방으로 나갈때 집 근처에 이런 다채로운 색을 가진 공원이 있다는것은 정말이지 감사할 일입니다",0
"강아지 산책하러 많이 가는데, 개똥을 치우지 않는 사람들이 너무도 많고, 닭뼈를 아무데나 버려서 거기서 어떤 강아지를 닭뼈를 먹고 장에 구멍이나서 수술까지 했다는 얘기도 들었습니다 잔디에 들어갈 수 있어서 좋은데, 이용자들이 매너를 지키지 않아서 좀 안타까운 곳 시민들이 조금 더 높은 시민의식을 보여줬으면 좋겠습니다",0
63빌딩 구경하러 갔다가 63은 건물 외관만 대충보고😙 초록 빛깔이 풍성하고 진해진 근처 여의도 공원 방문ㆍ텐트 돗자리 등 서울 시민의 치유 여유 휴식의 공간으로 튼튼히 자리매김,1
편의점도 줄 서야 하고 화장실도 줄서야 하고 봄 시즌이면 필수 코스 입니다 푸드트럭도 있고 주변 환경 시설 잘 되어 있고,0
"자전거 타는 사람과 연인들, 산책하는 사람들이 있음 무슨 행사를 하는지 여의도 공원 여의도 환승센터에서 지나가면서 들름 국민일보 건물 에서 보는 풍광도 좋음 12층",0
"서울정원박람회가 10/3~10/9일까지 개최 되기에 어제 오후에 갔었는데 하루종일 비가와서 관람객도 적었고, 사진찍느라 고생했는데 야외이기에 화창한 날에 꼭 가볼만한 곳입니다 여의도역 3번출구에서 계속 직진하면 됨",0
"박정희때 비행기 임시 활주로로 사용하고, 광장으로 사용하다가 시민 공원으로 조성된 곳 더현대, 콘래드 등 주변 상권 발달과 함께 같이 발달 조성됨",0
깨끗하고 안전하고 자연을 즈낄 수 있어요 자전거 대여소에서 자전거를 빌려 한 바퀴 산책도 추천합니다^^ 서울 도심 속 휴식같은 공원입니다,0
무한도전 런 행사 진행된 여의도 공원,0
그늘이 많아 나무 아래 돗자리 피고 놀기 좋아요 치킨이나 바베큐 라면 등 사먹을 곳도 많고 화장실도 많음 다만 화장실에 치킨무나 음식물쓰레기를 포함한 각종 생활쓰레기를 놓거나 변기 안 내리는 무개념도 많아요 여의도 공원 자체는 너무좋아요 그늘막 텐트랑 파라솔은 못 피게 되어있어요 ㅠㅠ,0
"여기는 4개의 지역(한국전통의 숲, 잔디마당, 문화의 마당, 자연생태의 숲)으로 나누어져 있으며, 각 지역마다 색다른 특징이 있지만, 개인적으로는 조용하고 사색을 즐길 수 있는 공간인 자연생태의 숲을 추천하고 싶네요 이곳은 1972년 여의도 개발계획에 따라 서여의도에 여의도광장으로 개발되어 국군의날 등 국가 행사가 진행되었으나, 1997년 공원화 사업이 추진되어 199년에 여의도공원으로 개장되었습니다 여의도공원은 여의도 대로변 서쪽에 있는 공원입니다",0
"도보 산책로와 자전거 길이 나누어져 있고 여러곳에 화장실과 벤치가 있습니다 봄에는 벚꽃이, 가을에는 단풍이 아름답습니다 운동장에는 실제 공군 비행기가 전시되어 있고, 곳곳에 각종 조형물과 연못, 정자쉼터, 무장애 데크길, 화단 등이 조성되어 있습니다",0
"과거에 국군의날 행사도 하던 드넓은 여의도 광장이 멋진 공원으로 탈바꿈한 후에 처음으로 가보았는데, 산책하거나 자전거타기에도 아주 좋은 도시숲공원이 돼 있네요",0
"자전거 타기에도 좋고 가족단위로 나와서 커피한잔에 여유누리기에 참 좋아요 빌딩숲 사이에 넓은 공원 도시에서 즐길 수 있는 여유에요 자전거길도 따로있고, 인라인이나 스케이트보드 등도 탈 수 있답니다",0
"평일 점심 시간이면 산책하러 나오는 직장인으로 가득하지만, 박람회까지 열리고 있으니 더 많네요 서울정원박람회 중인 여의도공원",0
증권가들 중앙에 위치해있음 러닝이나 걸을때 좋은 장소 행사하기에도 좋은장소 접근성이 매우 좋고 대중교통으로도 오기 좋은 공원 화장실 화장실이 중간중간에 있으,0
KBS와 여의도역 바로 앞에 있어서 접근성이 좋습니다 산책로가 잘 되어 있어서 저녁 먹고 잠시 산책이나 조깅하기에도 좋아요 여의도 마천루들이 여의도 공원 바로 앞에 밀집되어 있어서 건물 구경하는 재미도 쏠쏠,0
산책하기에 아주 좋은 공원입니다 봄 꽃이 예쁘게 피었습니다,0
언제나 여유있게 산책하기 좋습니다,0
도심에서 여유있게 산책을 즐길수 있는 여의도공원은 볼거리도 많아요,0
